Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/NavigationJpet/Page_JPetStore Demo/a_EST-14""))",Edge Chromium 124,,,18-05-2024 18:49:58,18-05-2024 18:49:59,1.105s,PASSED
"click(findTestObject(""Object Repository/NavigationJpet/Page_JPetStore Demo/img_1_2_3_4""))",Edge Chromium 124,,,18-05-2024 18:49:59,18-05-2024 18:50:00,0.788s,PASSED
"click(findTestObject(""Object Repository/NavigationJpet/Page_JPetStore Demo/a_AV-CB-01""))",Edge Chromium 124,,,18-05-2024 18:50:00,18-05-2024 18:50:01,0.826s,PASSED
"click(findTestObject(""Object Repository/NavigationJpet/Page_JPetStore Demo/a_Sign Out""))",Edge Chromium 124,,,18-05-2024 18:50:01,18-05-2024 18:50:02,1.031s,PASSED
closeBrowser(),Edge Chromium 124,,,18-05-2024 18:50:02,18-05-2024 18:50:03,0.694s,PASSED
,,,,,,,
Test Cases/orderJpet,Edge Chromium 124,,,18-05-2024 18:50:03,18-05-2024 18:50:21,18.231s,PASSED
"openBrowser("""")",Edge Chromium 124,,,18-05-2024 18:50:03,18-05-2024 18:50:08,5.112s,PASSED
"navigateToUrl(""https://petstore.octoperf.com/"")",Edge Chromium 124,,,18-05-2024 18:50:08,18-05-2024 18:50:10,1.546s,PASSED
"click(findTestObject(""Object Repository/orderJpet/Page_JPetStore Demo/a_Enter the Store""))",Edge Chromium 124,,,18-05-2024 18:50:10,18-05-2024 18:50:11,1.613s,PASSED
"click(findTestObject(""Object Repository/orderJpet/Page_JPetStore Demo/a_Sign In""))",Edge Chromium 124,,,18-05-2024 18:50:11,18-05-2024 18:50:12,0.808s,PASSED
"setText(findTestObject(""Object Repository/orderJpet/Page_JPetStore Demo/input_Need a user name and password_username""), ""mohan1"")",Edge Chromium 124,,,18-05-2024 18:50:12,18-05-2024 18:50:13,0.802s,PASSED
"setEncryptedText(findTestObject(""Object Repository/orderJpet/Page_JPetStore Demo/input_Need a user name and password_password""), ""NXt0rM6HQe0="")",Edge Chromium 124,,,18-05-2024 18:50:13,18-05-2024 18:50:13,0.509s,PASSED
"click(findTestObject(""Object Repository/orderJpet/Page_JPetStore Demo/input_Need a user name and password_signon""))",Edge Chromium 124,,,18-05-2024 18:50:13,18-05-2024 18:50:14,0.919s,PASSED
"click(findTestObject(""Object Repository/orderJpet/Page_JPetStore Demo/img""))",Edge Chromium 124,,,18-05-2024 18:50:14,18-05-2024 18:50:15,0.832s,PASSED
"click(findTestObject(""Object Repository/orderJpet/Page_JPetStore Demo/a_FI-SW-01""))",Edge Chromium 124,,,18-05-2024 18:50:15,18-05-2024 18:50:16,0.677s,PASSED
"click(findTestObject(""Object Repository/orderJpet/Page_JPetStore Demo/a_Add to Cart""))",Edge Chromium 124,,,18-05-2024 18:50:16,18-05-2024 18:50:17,0.732s,PASSED
"click(findTestObject(""Object Repository/orderJpet/Page_JPetStore Demo/a_Proceed to Checkout""))",Edge Chromium 124,,,18-05-2024 18:50:17,18-05-2024 18:50:17,0.694s,PASSED
"click(findTestObject(""Object Repository/orderJpet/Page_JPetStore Demo/input_Ship to different address_newOrder""))",Edge Chromium 124,,,18-05-2024 18:50:17,18-05-2024 18:50:18,0.879s,PASSED
"click(findTestObject(""Object Repository/orderJpet/Page_JPetStore Demo/a_Confirm""))",Edge Chromium 124,,,18-05-2024 18:50:18,18-05-2024 18:50:19,0.777s,PASSED
"verifyElementText(findTestObject(""Object Repository/orderJpet/Page_JPetStore Demo/li_Thank you, your order has been submitted""), ""Thank you, your order has been submitted."")",Edge Chromium 124,,,18-05-2024 18:50:19,18-05-2024 18:50:19,0.432s,PASSED
"click(findTestObject(""Object Repository/orderJpet/Page_JPetStore Demo/a_Sign Out""))",Edge Chromium 124,,,18-05-2024 18:50:19,18-05-2024 18:50:20,1.070s,PASSED
closeBrowser(),Edge Chromium 124,,,18-05-2024 18:50:20,18-05-2024 18:50:21,0.694s,PASSED
