Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/swagOrderMultiple/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_db77ac""), ""standard_user"")",Edge Chromium 124,,,18-05-2024 18:42:39,18-05-2024 18:42:40,0.906s,PASSED
"setEncryptedText(findTestObject(""Object Repository/swagOrderMultiple/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_3423e9""), ""qcu24s4901FyWDTwXGr6XA=="")",Edge Chromium 124,,,18-05-2024 18:42:40,18-05-2024 18:42:40,0.620s,PASSED
"click(findTestObject(""Object Repository/swagOrderMultiple/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_0dff71""))",Edge Chromium 124,,,18-05-2024 18:42:40,18-05-2024 18:42:42,1.757s,PASSED
delay(2),Edge Chromium 124,,,18-05-2024 18:42:42,18-05-2024 18:42:44,2.065s,PASSED
"click(findTestObject(""Object Repository/swagOrderMultiple/Page_Swag Labs/button_ADD TO CART""))",Edge Chromium 124,,,18-05-2024 18:42:44,18-05-2024 18:42:45,0.419s,PASSED
"click(findTestObject(""Object Repository/swagOrderMultiple/Page_Swag Labs/div_Sauce Labs Bolt T-Shirt""))",Edge Chromium 124,,,18-05-2024 18:42:45,18-05-2024 18:42:45,0.769s,PASSED
"click(findTestObject(""Object Repository/swagOrderMultiple/Page_Swag Labs/button_- Back""))",Edge Chromium 124,,,18-05-2024 18:42:45,18-05-2024 18:42:46,0.448s,PASSED
delay(2),Edge Chromium 124,,,18-05-2024 18:42:46,18-05-2024 18:42:48,2.008s,PASSED
"click(findTestObject(""Object Repository/swagOrderMultiple/Page_Swag Labs/button_ADD TO CART""))",Edge Chromium 124,,,18-05-2024 18:42:48,18-05-2024 18:42:48,0.446s,PASSED
"click(findTestObject(""Object Repository/swagOrderMultiple/Page_Swag Labs/div_Sauce Labs Bike Light""))",Edge Chromium 124,,,18-05-2024 18:42:48,18-05-2024 18:42:49,0.744s,PASSED
"click(findTestObject(""Object Repository/swagOrderMultiple/Page_Swag Labs/button_ADD TO CART""))",Edge Chromium 124,,,18-05-2024 18:42:49,18-05-2024 18:43:21,31.917s,PASSED
"click(findTestObject(""Object Repository/swagOrderMultiple/Page_Swag Labs/button_- Back""))",Edge Chromium 124,,,18-05-2024 18:43:21,18-05-2024 18:43:53,31.771s,PASSED
"click(findTestObject(""Object Repository/swagOrderMultiple/Page_Swag Labs/svg_Open Menu_svg-inline--fa fa-shopping-ca_f4ec0f""))",Edge Chromium 124,,,18-05-2024 18:43:53,18-05-2024 18:43:54,0.876s,PASSED
"click(findTestObject(""Object Repository/swagOrderMultiple/Page_Swag Labs/a_CHECKOUT""))",Edge Chromium 124,,,18-05-2024 18:43:54,18-05-2024 18:43:54,0.706s,PASSED
"setText(findTestObject(""Object Repository/swagOrderMultiple/Page_Swag Labs/input_Checkout Your Information_first-name""), ""test1"")",Edge Chromium 124,,,18-05-2024 18:43:54,18-05-2024 18:43:55,0.770s,PASSED
"setText(findTestObject(""Object Repository/swagOrderMultiple/Page_Swag Labs/input_Checkout Your Information_last-name""), ""ctest1"")",Edge Chromium 124,,,18-05-2024 18:43:55,18-05-2024 18:43:56,0.891s,PASSED
"setText(findTestObject(""Object Repository/swagOrderMultiple/Page_Swag Labs/input_Checkout Your Information_postal-code""), ""450003"")",Edge Chromium 124,,,18-05-2024 18:43:56,18-05-2024 18:43:57,0.816s,PASSED
"click(findTestObject(""Object Repository/swagOrderMultiple/Page_Swag Labs/input_CANCEL_btn_primary cart_button""))",Edge Chromium 124,,,18-05-2024 18:43:57,18-05-2024 18:43:57,0.603s,PASSED
"click(findTestObject(""Object Repository/swagOrderMultiple/Page_Swag Labs/a_FINISH""))",Edge Chromium 124,,,18-05-2024 18:43:57,18-05-2024 18:43:58,0.738s,PASSED
"verifyElementText(findTestObject(""Object Repository/swagOrderMultiple/Page_Swag Labs/h2_THANK YOU FOR YOUR ORDER""), ""THANK YOU FOR YOUR ORDER"")",Edge Chromium 124,,,18-05-2024 18:43:58,18-05-2024 18:43:58,0.352s,PASSED
"click(findTestObject(""Object Repository/swagOrderMultiple/Page_Swag Labs/button_Open Menu""))",Edge Chromium 124,,,18-05-2024 18:43:58,18-05-2024 18:43:59,0.456s,PASSED
"click(findTestObject(""Object Repository/swagOrderMultiple/Page_Swag Labs/a_Logout""))",Edge Chromium 124,,,18-05-2024 18:43:59,18-05-2024 18:44:00,0.633s,PASSED
closeBrowser(),Edge Chromium 124,,,18-05-2024 18:44:00,18-05-2024 18:44:00,0.715s,PASSED
